school_id,school_name,school_address,school_city,school_state,school_type,number_of_students,work_and_study,average_age,grade_retention,ethnicity_hispanic,ethnicity_gmayan,%_studying_accounting,%_studying_secretary,%_studying_teaching_edu,%_studying_university_prep,Linguistics_2017,Linguistics_2018,Linguistics_2019,Mathematics_2017,Mathematics_2018,Mathematics_2019
02-01-0704-46,ESCUELA NORMAL INTERCULTURAL,BARRIO LAS JOYAS,Guastatoya,El Progreso,Oficial,42,14.29,18.07,16.67,100.00,0.00,,,42,,27.54,33.80,28.57,1.45,2.82,7.14
02-02-0004-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA MORAZAN,BARRIO LAS DELICIAS,Moraz�n,El Progreso,Oficial,4,75.00,17.50,25.00,75.00,0.00,,,,4,0.00,0.00,0.00,0.00,0.00,0.00
02-02-0014-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA,BARRIO LAS DELICIAS,Moraz�n,El Progreso,Cooperativa,22,15.00,16.95,31.82,100.00,0.00,,,,22,N/D,N/D,27.27,N/D,N/D,0.00
02-02-0613-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA,BARRIO LAS DELICIAS,Moraz�n,El Progreso,Cooperativa,39,31.58,18.33,33.33,100.00,0.00,28,,11,,23.26,18.18,23.08,0.00,3.03,0.00
02-03-0002-46,"COLEGIO ""CENTRO DE FORMACION PROFESIONAL PREU-UNIVERSITARIA DEL CICLO DIVERSIFICADO""",BARRIO EL CENTRO,San Agust�n Acasaguastl�n,El Progreso,Privado,14,42.86,16.86,28.57,85.71,14.29,,,,14,33.33,6.25,21.43,0.00,0.00,0.00
02-03-0003-46,"COLEGIO ""CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO""",BARRIO EL CENTRO,San Agust�n Acasaguastl�n,El Progreso,Privado,20,57.89,17.85,25.00,100.00,0.00,20,,,,8.70,17.24,30.00,0.00,3.45,0.00
02-03-0004-46,"COLEGIO ""CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO""",BARRIO EL CENTRO,San Agust�n Acasaguastl�n,El Progreso,Privado,34,50.00,17.79,11.76,100.00,0.00,,,,34,0.00,4.65,17.65,0.00,2.33,2.94
02-03-0021-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO AGUA HIEL,San Agust�n Acasaguastl�n,El Progreso,Oficial,12,41.67,17.83,41.67,100.00,0.00,,,,12,16.67,14.29,0.00,0.00,0.00,0.00
02-03-0022-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL RANCHO,San Agust�n Acasaguastl�n,El Progreso,Oficial,16,68.75,17.31,31.25,100.00,0.00,,,,16,11.11,0.00,6.25,0.00,0.00,0.00
02-03-0050-46,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,BARRIO GUAYTAN,San Agust�n Acasaguastl�n,El Progreso,Privado,14,85.71,19.86,64.29,100.00,0.00,14,,,,33.33,0.00,0.00,0.00,0.00,0.00
02-03-0052-46,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,BARRIO GUAYTAN,San Agust�n Acasaguastl�n,El Progreso,Privado,29,71.43,19.03,79.31,96.55,0.00,,,,29,0.00,0.00,3.45,0.00,0.00,0.00
02-03-0054-46,COLEGIO PRIVADO MIXTO DE EDUCACION BASICA SAN AGUSTIN ACASAGUASTLAN -COMEBSA-,BARRIO GUAYTAN,San Agust�n Acasaguastl�n,El Progreso,Privado,2,50.00,20.00,0.00,100.00,0.00,2,,,,N/D,N/D,0.00,N/D,N/D,0.00
02-03-0055-46,"COLEGIO ""CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO""",ALDEA EL RANCHO,San Agust�n Acasaguastl�n,El Progreso,Privado,23,73.91,21.91,39.13,95.65,4.35,,,,23,9.09,2.78,17.39,0.00,0.00,0.00
02-03-0107-46,"ESCUELA T�CNICA PROFESIONAL ""MOIS�S LIRA SERAFIN""","CASERIO LAS CHAMPAS, ALDEA SANTA GERTRUDIS",San Agust�n Acasaguastl�n,El Progreso,Privado,9,22.22,16.89,0.00,100.00,0.00,,,,9,N/D,N/D,11.11,N/D,N/D,0.00
02-03-0109-46,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,ALDEA EL CONACASTE,San Agust�n Acasaguastl�n,El Progreso,Oficial,11,36.36,18.09,63.64,100.00,0.00,,,,11,0.00,4.17,0.00,0.00,0.00,0.00
02-03-0112-46,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,ALDEA EL MORRO,San Agust�n Acasaguastl�n,El Progreso,Oficial,20,16.67,17.70,35.00,95.00,5.00,,,,20,12.50,6.25,5.00,6.25,0.00,0.00
02-03-0116-46,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTL�N,BARRIO GUAYTAN,San Agust�n Acasaguastl�n,El Progreso,Privado,12,75.00,19.83,41.67,75.00,0.00,,,,12,N/D,N/D,8.33,N/D,N/D,0.00
02-03-0117-46,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,BARRIO GUAYTAN,San Agust�n Acasaguastl�n,El Progreso,Privado,10,70.00,17.80,30.00,70.00,0.00,10,,,,N/D,9.09,0.00,N/D,9.09,0.00
02-03-0135-46,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,BARRIO GUAYTAN,San Agust�n Acasaguastl�n,El Progreso,Privado,15,80.00,21.00,40.00,93.33,6.67,,,,15,N/D,N/D,6.67,N/D,N/D,0.00
02-03-0599-46,"INSTITUTO DIVERSIFICADO POR COOPERATIVA ""SAN AGUSTIN ACASAGUASTLAN""",BARRIO GUAYTAN ARRIBA,San Agust�n Acasaguastl�n,El Progreso,Cooperativa,24,12.50,18.58,20.83,100.00,0.00,,,12,12,28.57,22.58,29.17,3.57,0.00,4.17
02-03-0719-46,ESCUELA TECNICA PROFESIONAL MOISES LIRA SERAFIN,CASERIO LAS CHAMPAS,San Agust�n Acasaguastl�n,El Progreso,Privado,138,41.35,18.19,27.54,97.10,2.17,91,13,,34,13.33,13.61,28.99,0.00,1.36,5.80
02-03-0731-46,COLEGIO PRIVADO MIXTO DE EDUCACION BASICA SAN AGUSTIN ACASAGUASTLAN COMEBSA,BARRIO GUAYTAN,San Agust�n Acasaguastl�n,El Progreso,Privado,50,91.84,20.76,50.00,100.00,0.00,,,,50,4.76,8.64,0.00,0.00,0.00,2.00
02-04-0004-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,San Crist�bal Acasaguastl�n,El Progreso,Oficial,26,50.00,17.58,34.62,100.00,0.00,,,,26,18.18,26.67,30.77,9.09,0.00,3.85
02-04-0014-46,COLEGIO CRISTIANO BEREA PASTOR ERWIN ALBERTO REYES ALVARADO,ALDEA ESTANCIA DE LA VIRGEN,San Crist�bal Acasaguastl�n,El Progreso,Privado,20,15.79,17.70,15.00,100.00,0.00,7,,3,10,22.22,4.00,30.00,0.00,0.00,0.00
02-04-0419-46,INSTITUTO MIXTO PRIVADO SAN CRISTOBAL,AVENIDA JUAN ANTONIO,San Crist�bal Acasaguastl�n,El Progreso,Privado,19,5.26,17.37,21.05,100.00,0.00,11,,,8,17.86,15.79,52.63,0.00,0.00,0.00
02-05-0008-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO BUENOS ARIES,El J�caro,El Progreso,Oficial,28,46.43,17.36,35.71,96.43,0.00,,,,28,14.29,10.00,17.86,0.00,0.00,0.00
02-05-0013-46,INSTITUTO MUNICIPAL DE EL PASO DE LOS JALAPAS,ALDEA EL PASO DE LOS JALAPAS,El J�caro,El Progreso,Municipal,22,50.00,17.45,50.00,100.00,0.00,,,,22,9.68,20.00,9.09,3.23,0.00,0.00
02-05-0017-46,INSTITUTO MUNICIPAL DE EDUCACI�N DIVERSIFICADA EL J�CARO,BARRIO BUENOS AIRES,El J�caro,El Progreso,Municipal,6,20.00,18.67,50.00,100.00,0.00,3,1,2,,N/D,100.00,50.00,N/D,0.00,0.00
02-05-0371-46,INSTITUTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,BARRIO BUENOS AIRES,El J�caro,El Progreso,Privado,12,66.67,22.00,58.33,100.00,0.00,,,,12,16.67,11.76,0.00,0.00,0.00,0.00
02-05-0664-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA,BARRIO BUENOS AIRES,El J�caro,El Progreso,Cooperativa,71,44.29,18.32,22.54,100.00,0.00,50,,21,,16.67,25.93,15.49,5.00,4.94,2.82
02-05-0687-46,COLEGIO CRISTIANO NUEVA JERUSALEN,BARRIO BUENOS AIRES,El J�caro,El Progreso,Privado,17,31.25,18.82,41.18,100.00,0.00,17,,,,31.43,30.77,29.41,2.86,2.56,0.00
02-06-0005-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO PUEBLO ARRIBA,Sansare,El Progreso,Oficial,6,33.33,17.17,0.00,100.00,0.00,,,,6,11.76,22.73,16.67,0.00,4.55,16.67
02-06-0013-46,INSTITUTO MUNICIPAL DE EDUCACI�N DIVERSIFICADA,ALDEA LOS CERRITOS,Sansare,El Progreso,Municipal,34,14.71,17.21,20.59,100.00,0.00,4,1,,29,3.33,16.67,11.76,0.00,0.00,2.94
02-06-0014-46,COLEGIO SAGRADO CORAZ�N DE JES�S Y MAR�A,BARRIO PUEBLO ABAJO,Sansare,El Progreso,Privado,17,5.88,17.06,23.53,100.00,0.00,,,,17,33.33,50.00,17.65,4.76,0.00,0.00
02-06-0022-46,COLEGIO SAGRADO CORAZ�N DE J�SUS Y MAR�A,BARRIO PUEBLO ABAJO,Sansare,El Progreso,Privado,4,75.00,19.00,50.00,100.00,0.00,,,,4,N/D,N/D,0.00,N/D,N/D,0.00
02-06-0154-46,CENTRO EDUCATIVO LICEO SANSARE,,Sansare,El Progreso,Privado,59,5.17,17.15,16.95,100.00,0.00,14,5,12,28,25.00,22.39,38.98,0.00,1.49,8.47
02-06-0696-46,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ SANSARE,SALIDA A BUENA VISTA,Sansare,El Progreso,Privado,81,62.50,22.10,44.44,93.83,4.94,,,,81,10.26,17.14,11.11,0.00,0.00,0.00
02-06-0716-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA SANSARE,SALIDA A BUENA VISTA,Sansare,El Progreso,Cooperativa,11,18.18,18.36,18.18,100.00,0.00,11,,,,4.35,15.79,27.27,4.35,0.00,9.09
02-07-0008-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"AVENIDA ISMAEL ARRIAZA 13-41, ZONA 1",Sanarate,El Progreso,Oficial,43,46.34,17.86,30.23,95.35,2.33,,,,43,11.11,18.37,2.33,0.00,4.08,2.33
02-07-0009-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL UPAYON,Sanarate,El Progreso,Oficial,34,25.00,17.62,26.47,97.06,0.00,,,,34,33.33,28.12,20.59,0.00,3.12,2.94
02-07-0022-46,INSTITUTO TECNOLOGICO SANARATECO,2A. AVENIDA 1-76 ZONA 4,Sanarate,El Progreso,Privado,36,69.44,22.61,36.11,94.44,0.00,,,,36,21.21,14.29,22.22,3.03,0.00,5.56
02-07-0036-46,COLEGIO PRIVADO MIXTO CIENCIAS COMERCIALES SANARATE,2 AVENIDA 2-45 ZONA 4,Sanarate,El Progreso,Privado,1,0.00,17.00,0.00,100.00,0.00,,,,1,75.00,75.00,100.00,50.00,50.00,100.00
02-07-0038-46,CENTRO EDUCATIVO ESTUARDO NOVELLA CAMACHO,ALDEA SAN MIGUEL CONACASTE,Sanarate,El Progreso,Privado,47,72.34,24.64,36.17,91.49,2.13,,,,47,23.33,31.82,23.40,0.00,0.00,2.13
02-07-0039-46,COLEGIO EL ROSARIO,2 AV. 01-010 ZONA 3,Sanarate,El Progreso,Privado,6,50.00,17.67,0.00,83.33,0.00,,,,6,N/D,12.50,16.67,N/D,0.00,0.00
02-07-0199-46,COLEGIO PRIVADO MIXTO DE CIENCIAS COMERCIALES SANARATE,2AV. 2-45 ZONA 4,Sanarate,El Progreso,Privado,80,13.75,16.79,1.25,98.75,0.00,18,,,62,67.61,77.32,82.50,56.34,58.76,73.75
02-07-0200-46,COLEGIO EL ROSARIO,2A. AVE. 3-66 ZONA 4,Sanarate,El Progreso,Privado,17,5.88,18.12,5.88,94.12,0.00,8,,9,,20.69,21.74,41.18,0.00,0.00,5.88
02-07-0239-46,INSTITUTO TECNOLOGICO SANARATECO,2A AV.-1-76 ZONA 4,Sanarate,El Progreso,Privado,14,84.62,21.36,21.43,78.57,7.14,,,,14,N/D,N/D,7.14,N/D,N/D,0.00
02-07-0268-46,COLEGIO EL ROSARIO,2A. AV. 3-66 ZONA 4,Sanarate,El Progreso,Privado,29,37.93,18.52,20.69,93.10,3.45,29,,,,21.43,16.67,24.14,0.00,16.67,0.00
02-07-0536-46,"INSTITUTO DE EDUCACI�N MEDIA POR COOPERATIVA ""SANARATE""","1 CALLE 3-32, ZONA 1",Sanarate,El Progreso,Cooperativa,63,29.51,18.22,15.87,100.00,0.00,42,,21,,36.07,39.19,42.86,4.92,1.35,3.17
02-07-0678-46,ESCUELA TECNICA CIENCIA APLICADA ESTECA-PC,7A. CALLE 3-29 ZONA 4,Sanarate,El Progreso,Privado,54,30.77,18.35,16.67,100.00,0.00,45,5,4,,64.29,81.03,68.52,28.57,18.97,31.48
02-07-0679-46,ESCUELA TECNICA CIENCIA APLICADA ESTECA-PC,7A. CALLA 3-29 ZONA 4,Sanarate,El Progreso,Privado,26,16.00,17.23,11.54,92.31,7.69,,,,26,43.33,93.10,92.31,16.67,72.41,50.00
02-07-0691-46,ESCUELA TECNICA CIENCIA APLICADA ESTECA-PC,7A. CALLE 3-29 ZONA 4,Sanarate,El Progreso,Privado,34,50.00,19.06,14.71,94.12,5.88,,12,,22,25.00,77.78,91.18,12.50,5.56,23.53
02-07-0699-46,ESCUELA TECNICA CIENCIA APLICADA ESTECA-PC,7A. CALLE 3-29 ZONA 4,Sanarate,El Progreso,Privado,48,39.58,18.06,22.92,95.83,4.17,48,,,,46.88,86.49,64.58,34.38,81.08,56.25
02-07-0754-46,COLEGIO PRIVADO MIXTO DE CIENCIAS COMERCIALES SANARATE,2A. AVENIDA 2-45 ZONA 4,Sanarate,El Progreso,Privado,21,42.86,18.76,33.33,100.00,0.00,21,,,,50.00,78.95,57.14,42.86,42.11,52.38
02-07-0755-46,COLEGIO PROFESIONAL DE TURISMO GUATEMALAM,1A. AVENIDA 3-35 ZONA 1,Sanarate,El Progreso,Privado,32,6.45,17.91,12.50,96.88,0.00,11,16,,5,14.29,31.43,37.50,0.00,11.43,9.38
02-07-0823-46,COLEGIO PRIVADO ENRIQUE NOVELLA ALVARADO,"FINCA SAN MIGUEL RIO ABAJO, ALDEA EL SINACA",Sanarate,El Progreso,Privado,23,0.00,16.43,0.00,100.00,0.00,,,,23,90.91,100.00,100.00,93.94,100.00,100.00
02-08-0012-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,San Antonio La Paz,El Progreso,Oficial,29,25.00,17.21,27.59,100.00,0.00,,,,29,8.11,11.36,10.34,0.00,2.27,0.00
02-08-0021-46,"INSTITUTO MUNICIPAL DE EDUCACI�N DIVERSIFICADA ""JOS� IN�S C�CERES""",ALDEA AGUA CALIENTE,San Antonio La Paz,El Progreso,Municipal,10,0.00,18.40,20.00,100.00,0.00,,,,10,N/D,26.32,20.00,N/D,10.53,10.00
02-08-0535-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA,BARRIO EL CENTRO,San Antonio La Paz,El Progreso,Cooperativa,50,20.00,17.56,14.00,98.00,2.00,,,14,36,30.00,33.33,34.00,7.50,6.67,4.00
03-01-0052-46,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCION NOCTURNA,5A. CALLE ORIENTE N-17,Antigua,Sacatep�quez,Oficial,39,78.95,21.31,23.08,53.85,46.15,39,,,,65.00,29.03,43.59,10.00,9.68,12.82
03-01-0056-46,LICEO ANTIGUE�O,3A. CALLE ORIENTE N-11,Antigua,Sacatep�quez,Privado,111,11.01,17.66,13.51,72.97,25.23,54,27,,30,56.34,61.54,52.25,8.45,13.46,9.91
03-01-0057-46,COLEGIO LA SALLE,4A. AVENIDA NORTE N-26,Antigua,Sacatep�quez,Privado,167,3.05,16.93,8.38,86.23,13.17,18,,16,133,79.50,84.92,81.44,41.61,34.08,41.32
03-01-0058-46,INSTITUTO NORMAL P/SE�ORITAS OLIMPIA LEAL,5A. CALLE ORIENTE N-15,Antigua,Sacatep�quez,Oficial,185,10.67,18.01,10.27,64.86,34.59,,,185,,40.25,44.75,45.41,2.07,3.11,1.08
03-01-0059-46,INSTITUTO NORMAL PARA VARONES ANTONIO LARRAZABAL,FINCA LA PRIMAVERA SALIDA A SANTA MARIA DE JESUS KM.2,Antigua,Sacatep�quez,Oficial,262,31.40,17.47,14.12,63.36,35.50,48,,,214,40.26,37.82,47.33,12.55,13.82,16.41
03-01-0075-46,COLEGIO MUNDO VERDE,2A. AVENIDA SUR NO. 46,Antigua,Sacatep�quez,Privado,11,9.09,17.00,0.00,100.00,0.00,,,,11,50.00,0.00,81.82,12.50,12.50,9.09
03-01-0090-46,COLEGIO MIXTO PRE-UNIVERSITARIO GALILEO GALILEI,CALLE ANCHA NO. 86,Antigua,Sacatep�quez,Privado,11,36.36,18.45,9.09,81.82,18.18,11,,,,32.98,40.00,36.36,11.70,0.00,0.00
03-01-0103-46,COLEGIO COLONIAL BILINGUE,"LOTE F-6, MANZANA G, SAN PEDRO EL PANORAMA",Antigua,Sacatep�quez,Privado,32,3.12,16.91,0.00,96.88,0.00,,,,32,85.00,100.00,100.00,65.00,79.41,100.00
03-01-0119-46,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,2DA. CALLE ORIENTE NO. 1 ALDEA SAN JUAN DEL OBISPO,Antigua,Sacatep�quez,Municipal,12,16.67,18.00,8.33,75.00,16.67,4,,,8,44.44,0.00,33.33,0.00,50.00,0.00
03-01-0120-46,COLEGIO BELEN,"CALLE DEL HERMANO PEDRO, PLAZUELA BELEN",Antigua,Sacatep�quez,Privado,13,7.69,18.08,23.08,30.77,69.23,13,,,,45.45,72.22,30.77,0.00,16.67,0.00
03-01-0127-46,INSTITUTO TECNOLOGICO EMPRESARIAL,CALLE CHIPILAPA NO. 11,Antigua,Sacatep�quez,Privado,25,26.09,18.20,12.00,76.00,24.00,25,,,,45.00,59.38,48.00,2.50,12.50,4.00
03-01-0128-46,INSTITUTO TECNOLOGICO EMPRESARIAL,CALLE CHIPILAPA NO. 11,Antigua,Sacatep�quez,Privado,69,24.64,18.09,14.49,92.75,7.25,23,,,46,48.96,55.84,46.38,8.33,5.19,13.04
03-01-0129-46,INSTITUTO TECNOLOGICO EMPRESARIAL,CALLE CHIPILAPA NO. 11,Antigua,Sacatep�quez,Privado,70,76.81,19.59,31.43,67.14,30.00,24,16,,30,38.46,21.28,40.00,3.85,8.51,8.57
03-01-0133-46,INSTITUTO TECNOLOGICO EMPRESARIAL,CALLE CHIPILAPA NO. 11,Antigua,Sacatep�quez,Privado,110,37.96,18.45,17.27,70.00,30.00,110,,,,35.37,34.29,37.27,9.76,18.10,10.91
03-01-0138-46,COLEGIO CENTRAL,5TA. CALLE PONIENTE NO. 22,Antigua,Sacatep�quez,Privado,4,25.00,17.75,0.00,75.00,25.00,4,,,,N/D,28.57,50.00,N/D,0.00,0.00
03-01-0139-46,LICEO SUPERIOR INTERNACIONAL JUAN PABLO II (LESI),"CALLE DE LA PILA COLORADA CASA NO. 6, SAN FELIPE DE JESUS",Antigua,Sacatep�quez,Privado,2,0.00,18.50,0.00,100.00,0.00,,,,2,50.00,25.00,50.00,16.67,0.00,0.00
03-01-0140-46,LICEO MIXTO NUESTRA SE�ORA DE F�TIMA,2A. CALLE ORIENTE NO. 22,Antigua,Sacatep�quez,Privado,5,50.00,17.80,40.00,80.00,20.00,,,,5,N/D,100.00,60.00,N/D,0.00,0.00
03-01-0141-46,"INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA, JORNADA NOCTURNA",ALDEA SAN PEDRO LAS HUERTAS,Antigua,Sacatep�quez,Cooperativa,8,87.50,21.62,50.00,75.00,25.00,,,,8,60.00,60.00,37.50,0.00,0.00,0.00
03-01-0147-46,COLEGIO TRIDENTINO,COLONIA SAN FRANCISCO NO.7,Antigua,Sacatep�quez,Privado,45,8.89,16.96,2.22,86.67,8.89,,,,45,54.05,42.22,55.56,16.22,13.33,15.56
03-01-0148-46,COLEGIO AMERICANO SUPERIOR,CALLE LOS NAZARENOS NO. 28,Antigua,Sacatep�quez,Privado,14,21.43,16.57,0.00,85.71,7.14,,,,14,70.59,77.78,71.43,35.29,66.67,50.00
03-01-0153-46,CENTRO EDUCACIONAL VALLE COLONIAL,CALLE ANCHA DE LOS HERREROS NO. 59 INTERIOR,Antigua,Sacatep�quez,Privado,24,79.17,19.21,12.50,83.33,16.67,13,,,11,44.44,25.00,29.17,11.11,0.00,0.00
03-01-0154-46,CENTRO EDUCACIONAL VALLE COLONIAL,CALLE ANCHA DE LOS HERREROS NO. 59 INTERIOR,Antigua,Sacatep�quez,Privado,100,23.47,18.00,17.00,85.00,15.00,82,,,18,37.65,41.54,56.00,7.06,15.38,15.00
03-01-0155-46,CENTRO EDUCACIONAL VALLE COLONIAL,CALLE ANCHA DE LOS HERREROS NO. 59 INTERIOR,Antigua,Sacatep�quez,Privado,16,43.75,18.44,31.25,93.75,6.25,16,,,,56.25,46.15,12.50,6.25,23.08,0.00
03-01-0156-46,INSTITUTO INDIGENA NUESTRA SE�ORA DEL SOCORRO,PLAZUELA DE BELEN,Antigua,Sacatep�quez,Privado,36,3.03,17.69,25.00,33.33,66.67,,,20,16,16.00,50.00,38.89,4.00,7.14,13.89
03-01-0164-46,"CENTRO ACADEMICO ""NUESTRA EXCELENCIA"" (CANE)",CALLE DE BELEN NO. 18,Antigua,Sacatep�quez,Privado,3,33.33,18.00,33.33,66.67,33.33,,,,3,N/D,36.36,33.33,N/D,0.00,0.00
03-01-0167-46,INSTITUTO TECNOLOGICO EMPRESARIAL,CALLE CHIPILAPA NO. 11,Antigua,Sacatep�quez,Privado,19,78.95,21.37,42.11,73.68,26.32,,,,19,11.11,50.00,26.32,0.00,0.00,5.26
03-01-0169-46,CENTRO EDUCATIVO LICEO SANTA FE,KILOMETRO 1.5 CARRETERA A CIUDAD VIEJA,Antigua,Sacatep�quez,Privado,7,0.00,16.57,14.29,85.71,14.29,,,,7,68.75,38.46,57.14,6.25,7.69,0.00
03-01-0172-46,COLEGIO MIXTO INTEGRAL SANTIAGO,LOTIFICACION EL COROZAL NO. 6-7,Antigua,Sacatep�quez,Privado,15,26.67,16.53,0.00,80.00,20.00,,,,15,N/D,68.18,93.33,N/D,22.73,46.67
03-01-0179-46,COLEGIO MIXTO SAN FELIPE,CERRO SAN FELIPE DE JESUS 5A. AVE. ZONA 5 NO. 62 C,Antigua,Sacatep�quez,Privado,5,80.00,23.00,40.00,80.00,20.00,3,,,2,N/D,11.11,20.00,N/D,0.00,0.00
03-01-0184-46,COLEGIO MUNDO VERDE,2DA. AVENIDA SUR NO. 46,Antigua,Sacatep�quez,Privado,4,25.00,17.75,0.00,75.00,0.00,,,,4,N/D,N/D,25.00,N/D,N/D,0.00
03-01-0186-46,LICEO POLITECNICO PEDAGOGICO ANTIGUE�O,BARRI0 SAN LUQUITAS NO. 29,Antigua,Sacatep�quez,Privado,1,100.00,21.00,0.00,100.00,0.00,,,,1,N/D,N/D,0.00,N/D,N/D,0.00
03-01-0187-46,LICEO ROSALES,KM. 46.3 CARRETERA A CIUDAD VIEJA,Antigua,Sacatep�quez,Privado,46,2.17,17.24,2.17,86.96,13.04,,6,20,20,N/D,N/D,86.96,N/D,N/D,21.74
03-01-0230-46,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO,"9A. CALLE ORIENTE NO. 13 ""A"",",Antigua,Sacatep�quez,Privado,31,86.21,23.97,45.16,80.65,19.35,,,,31,N/D,37.50,35.48,N/D,3.12,0.00
03-01-0278-46,COLEGIO CENTRAL,5A. CALLE PONIENTE N-22,Antigua,Sacatep�quez,Privado,20,15.00,18.15,5.00,90.00,5.00,,20,,,23.08,20.00,40.00,0.00,0.00,0.00
03-01-0305-46,COLEGIO MIXTO SANTIAGO DE LOS CABALLEROS,"LOTIFICACION SAN PEDRO PANORAMA, LOTES 67,68 Y 69",Antigua,Sacatep�quez,Privado,11,18.18,16.82,0.00,81.82,18.18,,,,11,88.89,88.89,90.91,38.89,66.67,63.64
03-01-0811-46,COLEGIO TRIDENTINO,COLONIA SAN FRANCISCO N-7,Antigua,Sacatep�quez,Privado,28,7.14,18.54,14.29,82.14,17.86,,,28,,32.69,57.89,53.57,1.92,2.63,3.57
03-01-0860-46,COLEGIO MIXTO INTEGRAL SANTIAGO,LOTIFICACION EL COROZAL NO. 6-7,Antigua,Sacatep�quez,Privado,25,36.00,18.12,4.00,100.00,0.00,25,,,,48.48,57.58,76.00,54.55,39.39,48.00
03-01-0880-46,TECNOLOGICO MODERNO CENTRO EDUCACIONAL,9A. CALLE ORIENTE N-13 A,Antigua,Sacatep�quez,Privado,22,42.86,17.23,0.00,77.27,18.18,12,,,10,48.28,53.33,63.64,13.79,15.56,27.27
03-01-0887-46,CENTRO EDUCATIVO DEL DISE�O Y LA ALTA COSTURA,9A. CALLE A ORIENTE N-19,Antigua,Sacatep�quez,Privado,13,16.67,18.15,7.69,84.62,15.38,13,,,,25.00,63.64,38.46,12.50,9.09,7.69
03-01-0947-46,COLEGIO ANTIGUA,COLONIA SAN FRANCISCO N-10,Antigua,Sacatep�quez,Privado,59,19.30,17.32,3.39,84.75,15.25,34,3,,22,61.90,80.43,62.71,16.67,26.09,18.64
03-01-1046-46,CENTRO EDUCATIVO EL VALLE,LOTIFICACION SANTIAGO DE LOS CABALLEROS N.6,Antigua,Sacatep�quez,Privado,9,22.22,16.56,0.00,100.00,0.00,,,,9,76.92,93.33,88.89,38.46,46.67,33.33
03-01-1047-46,COLEGIO MIXTO CONSTANCIO C. VIGIL,2A. AV. SUR NO. 3,Antigua,Sacatep�quez,Privado,15,6.67,17.67,0.00,93.33,0.00,15,,,,77.42,85.71,100.00,38.71,38.10,73.33
03-01-1056-46,INSTITUTO DE FORMACION SECRETARIAL,CALLE DEL ESPIRITU SANTO NO. 4.,Antigua,Sacatep�quez,Privado,42,21.95,18.19,21.43,85.71,11.90,3,36,,3,39.68,34.92,45.24,0.00,6.35,4.76
03-01-1087-46,LICEO MIXTO NUESTRA SE�ORA DE FATIMA,2A. CALLE ORIENTE NO. 22,Antigua,Sacatep�quez,Privado,6,33.33,18.17,0.00,50.00,50.00,,,3,3,N/D,36.36,50.00,N/D,9.09,0.00
03-01-1100-46,CENTRO PROFESIONAL EDUCATIVO -CPE-,2A. AVENIDA SUR NO. 46,Antigua,Sacatep�quez,Privado,22,80.00,25.00,31.82,90.91,9.09,,,,22,35.00,14.29,22.73,5.00,4.76,4.55
03-01-1127-46,COLEGIO MIXTO PREUNIVERSITARIO GALILEO GALILEI,CALLE ANCHA NO.86,Antigua,Sacatep�quez,Privado,126,40.80,18.42,22.22,76.19,21.43,126,,,,75.00,42.62,29.37,16.67,5.74,3.17
