school_id,school_name,school_address,school_city,school_state,school_type,number_of_students,work_and_study,average_age,grade_retention,ethnicity_hispanic,ethnicity_gmayan,%_studying_accounting,%_studying_secretary,%_studying_teaching_edu,%_studying_university_prep,Linguistics_2017,Linguistics_2018,Linguistics_2019,Mathematics_2017,Mathematics_2018,Mathematics_2019
17-02-0003-46,ESCUELA ECOLOGICA SAN JOSE,BARRIO VISTA LAGO,San Jos�,Pet�n,Privado,17,12.50,17.00,11.76,82.35,0.00,,,,17,60.00,81.25,82.35,0.00,12.50,52.94
17-02-0011-46,"ESCUELA PRIVADA DE MAGISTERIO ""SAN JOS�""",BARRIO VISTA LAGO,San Jos�,Pet�n,Privado,3,100.00,35.00,33.33,66.67,33.33,,,3,,28.57,57.14,0.00,0.00,0.00,0.00
17-02-0013-46,INSTITUO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO EL PROGRESO,San Jos�,Pet�n,Oficial,9,0.00,18.33,11.11,100.00,0.00,,,9,,N/D,N/D,22.22,N/D,N/D,0.00
17-03-0002-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""",BARRIO EL PORVENIR 5 CALLE Y 2AV.,San Benito,Pet�n,Privado,125,28.00,17.96,27.20,96.00,4.00,40,,19,66,25.69,36.44,46.40,2.75,3.39,5.60
17-03-0006-46,"CENTRO EDUCATIVO ""BETHANIA""",6A. CALLE ZONA 4 BARRIO LA PAZ,San Benito,Pet�n,Privado,3,0.00,18.00,33.33,100.00,0.00,3,,,,16.67,25.00,100.00,0.00,0.00,0.00
17-03-0025-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COLONIA ITZA,San Benito,Pet�n,Oficial,7,57.14,18.86,14.29,100.00,0.00,,7,,,57.14,28.57,57.14,0.00,0.00,0.00
17-03-0026-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO TIKAL,San Benito,Pet�n,Oficial,52,29.41,18.92,40.38,100.00,0.00,52,,,,26.09,15.79,26.92,0.00,2.63,1.92
17-03-0072-46,LICEO NUEVO PANORAMA,BARRIO NUEVO PANORAMA,San Benito,Pet�n,Privado,4,75.00,18.75,75.00,100.00,0.00,4,,,,N/D,N/D,25.00,N/D,N/D,0.00
17-03-0079-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACI�N UNIVERSITARIA ""EL SHADDAI""","5TA. CALLE Y 2DA. AVENIDA, BARRIO EL PORVENIR",San Benito,Pet�n,Privado,30,92.86,20.63,66.67,86.67,10.00,,,,30,0.00,23.26,13.33,0.00,0.00,0.00
17-03-0088-46,CENTRO EDUCATIVO PRIVADO MIXTO DE EDUCACION BASICA Y DIVERSIFICADO-CEPMEBYD,COLONIA VISTA HERMOSSA,San Benito,Pet�n,Privado,10,22.22,17.00,40.00,100.00,0.00,,,,10,N/D,0.00,30.00,N/D,9.09,10.00
17-03-0098-46,LICEO INTEGRAL NUEVA GENERACION - LING-,BARRIO EL PEDREGAL,San Benito,Pet�n,Privado,4,75.00,19.25,25.00,100.00,0.00,,,,4,N/D,N/D,100.00,N/D,N/D,0.00
17-03-0105-46,CENTRO EDUCATIVO CRISTIANO ADONAI,BARRIO SAN JUAN,San Benito,Pet�n,Privado,15,80.00,21.73,73.33,93.33,6.67,,,,15,N/D,N/D,13.33,N/D,N/D,0.00
17-03-2834-46,LICEO PALERMO,16 CALLE 7-50 ZONA 1,San Benito,Pet�n,Privado,87,74.07,19.30,33.33,88.51,8.05,58,29,,,26.19,24.59,19.54,2.38,3.28,5.75
17-03-2837-46,CENTRO EDUCACIONAL DE CIENCIAS CONTABLES CECCON,2A. AVE. 5-33 ZONA 1,San Benito,Pet�n,Privado,3,50.00,18.00,0.00,66.67,33.33,3,,,,60.00,0.00,33.33,0.00,0.00,0.00
17-03-3718-46,LICEO PALERMO,16 CALLE 7-50 ZONA 1,San Benito,Pet�n,Privado,37,86.49,21.86,59.46,78.38,13.51,,,,37,15.38,22.22,16.22,0.00,0.00,0.00
17-03-3827-46,COLEGIO SAGRADA FAMILIA,"0 AVENIDA, CALZADA VIRGILIO RODRIGUEZ MACAL",San Benito,Pet�n,Privado,16,0.00,16.69,0.00,100.00,0.00,,,,16,96.00,100.00,100.00,64.00,90.91,75.00
17-03-3831-46,CENTRO EDUCACIONAL DE CIENCIAS CONTABLES CECCON (POR MADUREZ),BARRIO LA ERMITA,San Benito,Pet�n,Privado,41,72.50,21.63,65.85,95.12,4.88,,,,41,6.25,13.46,19.51,0.00,0.00,4.88
17-03-3832-46,CENTRO EDUCACIONAL DE CIENCIAS CONTABLES CECCON,BARRIO LA ERMITA,San Benito,Pet�n,Privado,5,0.00,19.80,20.00,100.00,0.00,,,5,,41.67,16.67,0.00,0.00,8.33,0.00
17-03-3997-46,CENTRO EDUCATIVO POR MADUREZ PROFA. MILDRED GUADALUPE AGUILAR MELENDEZ CEPMMA,BARRIO 3 DE ABRIL,San Benito,Pet�n,Privado,71,75.71,25.35,43.66,87.32,12.68,2,,,69,8.62,13.64,9.86,0.00,1.14,1.41
17-03-4111-46,CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,BARRIO EL PORVENIR,San Benito,Pet�n,Privado,73,24.64,18.44,34.25,94.52,4.11,30,,14,29,29.69,47.37,49.32,1.56,5.26,4.11
17-03-4112-46,CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,BARRIO EL PORVENIR,San Benito,Pet�n,Privado,232,72.44,18.93,35.34,91.81,6.03,160,13,,59,23.93,28.77,32.33,1.71,5.48,6.90
17-03-4113-46,CENTRO EDUCACIONAL DE CIENCIAS CONTABLES CECCON,3A. AVENIDA 5-38 ZONA 1,San Benito,Pet�n,Privado,124,68.03,19.00,43.55,88.71,8.87,106,18,,,7.41,16.94,18.55,0.74,2.42,0.81
17-04-0002-46,INSTITUTO DE EDUCACION DIVERSIFICADO POR COOPERATIVA,ALDEA SACPUY,San Andr�s,Pet�n,Cooperativa,18,27.78,19.33,38.89,94.44,0.00,13,,5,,10.53,16.00,22.22,0.00,0.00,0.00
17-04-0083-46,CENTRO EDUCATIVO DE FORMACION INTEGRAL -CEFI-,CASERIO CRUCE DOS AGUADAS,San Andr�s,Pet�n,Privado,6,0.00,19.17,50.00,66.67,33.33,6,,,,8.33,66.67,33.33,0.00,0.00,0.00
17-04-0090-46,"CENTRO EDUCATIVO ""THE JUNGLE SCHOOL""",RANCHO CORAZONES EN ACCI�N KM. 11.5 CARRETERA CARMELITA,San Andr�s,Pet�n,Privado,34,30.30,17.44,35.29,94.12,5.88,,,5,29,60.00,47.83,76.47,0.00,0.00,14.71
17-04-0098-46,CENTRO EDUCATIVO DE FORMACION INTEGRAL-CEFI-,CASERIO CRUCE DOS AGUADAS,San Andr�s,Pet�n,Privado,4,50.00,20.50,75.00,100.00,0.00,,,,4,0.00,10.00,25.00,0.00,0.00,25.00
17-04-0099-46,CENTRO EDUCATIVO DE FORMACION INTEGRAL- CEFI-,CASERIO CRUCE DOS AGUADAS,San Andr�s,Pet�n,Privado,9,37.50,19.22,55.56,77.78,22.22,9,,,,0.00,21.43,33.33,0.00,0.00,0.00
17-04-0103-46,"COLEGIO ""LIDERES DEL MA�ANA""",BARRIO COROZAL SACPUY,San Andr�s,Pet�n,Privado,15,80.00,19.40,33.33,93.33,0.00,15,,,,0.00,16.67,0.00,0.00,0.00,0.00
17-04-0104-46,INSTITUTO DE EDUCACI�N DIVERSIFICADA,BARRIO NORESTE,San Andr�s,Pet�n,Privado,22,31.82,18.86,36.36,81.82,13.64,22,,,,N/D,N/D,13.64,N/D,N/D,0.00
17-05-0167-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL NARANJO,La Libertad,Pet�n,Oficial,7,0.00,17.67,42.86,100.00,0.00,,,,7,15.79,30.77,28.57,5.26,0.00,0.00
17-05-0168-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA INED,NUEVA LOTIFICACION,La Libertad,Pet�n,Oficial,48,41.67,17.75,35.42,75.00,18.75,13,,,35,9.09,15.79,14.58,4.55,21.05,4.17
17-05-0186-46,"COLEGIO PRIVADO MIXTO ""MAYEN""",CASERIO NUEVO EDEN,La Libertad,Pet�n,Privado,23,27.27,18.70,39.13,73.91,26.09,23,,,,20.00,20.00,30.43,0.00,0.00,0.00
17-05-0198-46,ESCUELA NORMAL CENTRAL,BARRIO EL CENTRO,La Libertad,Pet�n,Privado,11,18.18,19.27,9.09,90.91,0.00,,,11,,26.67,25.93,27.27,0.00,0.00,0.00
17-05-0199-46,"COLEGIO PRIVADO MIXTO, PLAN FIN DE SEMANA, ""EL PLANTEL""",CASERIO EL PLANTEL,La Libertad,Pet�n,Privado,23,54.55,18.61,21.74,91.30,0.00,23,,,,15.38,14.81,26.09,7.69,3.70,4.35
17-05-0200-46,"CENTRO EDUCATIVO INTEGRAL, ""FAGIOLI""","BARRIO EL CENTRO, ALDEA EL NARANJO",La Libertad,Pet�n,Privado,22,66.67,19.73,36.36,95.45,0.00,22,,,,8.11,40.00,9.09,0.00,5.00,0.00
17-05-0211-46,CENTRO DE EDUCACION INTEGRAL EL NARANJO,BARRIO EL CENTRO,La Libertad,Pet�n,Privado,21,33.33,18.05,28.57,90.48,4.76,17,,,4,28.57,44.44,57.14,0.00,11.11,0.00
17-05-0216-46,COLEGIO SANTA CRUZ,LA LIBERTAD,La Libertad,Pet�n,Privado,10,22.22,19.00,50.00,100.00,0.00,10,,,,34.62,0.00,40.00,0.00,0.00,10.00
17-05-0217-46,"CENTRO EDUCATIVO INTEGRAL, FAGIOLI","BARRIO EL CENTRO, ALDEA EL NARANJO",La Libertad,Pet�n,Privado,23,39.13,19.83,60.87,95.65,4.35,20,,3,,28.57,31.58,17.39,0.00,5.26,0.00
17-05-0223-46,COLEGIO MIXTO BILINGUE BRITANNIA,ALDEA EL NARANJO,La Libertad,Pet�n,Privado,8,14.29,17.25,25.00,87.50,0.00,,,,8,28.57,46.67,25.00,0.00,0.00,0.00
17-05-0224-46,COLEGIO PRIVADO MIXTO MAYEN,CASERIO NUEVO EDEN,La Libertad,Pet�n,Privado,15,7.69,19.07,46.67,60.00,40.00,,,12,3,44.44,40.00,20.00,0.00,0.00,0.00
17-05-0232-46,LICEO MIXTO MODERNO SANTA FE,BARRIO EL CENTRO,La Libertad,Pet�n,Privado,25,30.43,18.68,40.00,88.00,4.00,25,,,,41.18,40.00,24.00,0.00,0.00,4.00
17-05-0234-46,LICEO MIXTO MODERNO SANTA FE,BARRIO EL CENTRO,La Libertad,Pet�n,Privado,8,25.00,19.00,50.00,100.00,0.00,,,8,,18.75,22.22,25.00,0.00,0.00,0.00
17-05-0238-46,"LICEO INTEGRAL CIENCIA Y VERDAD ""CIEV""",BARRIO EL ESTADIO,La Libertad,Pet�n,Privado,45,37.78,18.53,37.78,88.89,4.44,35,,10,,16.13,21.88,26.67,3.23,3.12,0.00
17-05-0249-46,"COLEGIO MIXTO PRIVADO ""MARTHA MAR�A""","CASERIO NUEVA VISTA HERMOSA, KILOMETRO 35",La Libertad,Pet�n,Privado,9,22.22,19.44,22.22,88.89,0.00,3,,6,,50.00,7.69,22.22,0.00,0.00,0.00
17-05-0250-46,COLEGIO MIXTO BILINGUE BRITANNIA,BARRIO ONCE DE NOVIEMBRE,La Libertad,Pet�n,Privado,16,68.75,21.88,56.25,87.50,6.25,,,,16,11.76,0.00,18.75,0.00,0.00,0.00
17-05-0254-46,CENTRO EDUCATIVO INTEGRAL FAGIOLI,ALDEA EL NARANJO,La Libertad,Pet�n,Privado,11,72.73,23.00,36.36,100.00,0.00,,,,11,21.43,21.43,0.00,0.00,0.00,0.00
17-05-0257-46,COLEGIO MIXTO DE EDUCACI�N MEDIA -CMEM- EL INNOVADOR,CASERIO GUATELINDA SAN DIEGO,La Libertad,Pet�n,Privado,14,7.14,17.71,35.71,71.43,28.57,3,,5,6,50.00,18.52,21.43,0.00,3.70,0.00
17-05-0258-46,"COLEGIO MIXTO BILIGUE ""BRITANNIA""",ALDEA EL NARANJO,La Libertad,Pet�n,Privado,17,11.76,18.76,29.41,100.00,0.00,,17,,,0.00,14.29,11.76,0.00,0.00,0.00
17-05-0260-46,CENTRO DE EDUCACION INTEGRAL EL NARANJO,ALDEA EL NARANJO,La Libertad,Pet�n,Privado,18,50.00,19.33,33.33,94.44,5.56,18,,,,N/D,44.44,38.89,N/D,0.00,11.11
17-05-0261-46,INSTITUTO MIXTO DE EDUCACION BILINGUE INTERCUL,BARRIO SANTA CRUZ,La Libertad,Pet�n,Privado,6,0.00,18.00,16.67,83.33,16.67,,,6,,35.71,30.77,16.67,0.00,7.69,0.00
17-05-0284-46,"COLEGIO DE EDUCACION INTEGRAL CON ORIENTACION UNIVERSITARIA ""EL PODER DEL SABER""",CASERIO GUATE LINDA SAN DIEGO,La Libertad,Pet�n,Privado,21,55.00,22.43,57.14,95.24,0.00,,,,21,N/D,3.03,4.76,N/D,0.00,0.00
17-05-0290-46,COLEGIO SANTA CRUZ,BARRIO SANTA RUZ,La Libertad,Pet�n,Privado,62,72.13,21.00,56.45,83.87,16.13,,,,62,N/D,N/D,8.06,N/D,N/D,0.00
17-05-0296-46,CENTRO EDUCATIVO SICAR,ALDEA EL NARANJO BARRIO LO DE JUAREZ,La Libertad,Pet�n,Privado,4,50.00,19.50,75.00,50.00,25.00,,,,4,N/D,N/D,25.00,N/D,N/D,0.00
17-05-0302-46,"COLEGIO MIXTO DE EDUCACI�N MEDIA ""EL INNOVADOR""",CASERIO GUATELINDA SAN DIEGO,La Libertad,Pet�n,Privado,10,77.78,19.20,50.00,60.00,30.00,,,,10,N/D,N/D,20.00,N/D,N/D,0.00
17-05-0306-46,ESCUELA NORMAL CON ORIENTACION AMBIENTAL,BARRIO EL CENTRO,La Libertad,Pet�n,Privado,9,88.89,20.44,44.44,66.67,22.22,,,,9,N/D,N/D,0.00,N/D,N/D,0.00
17-05-4008-46,INSTITUTO TECNOLOGICO EN RECURSOS NATURALES SAKLUM,CANTON EL CRUCE,La Libertad,Pet�n,Privado,36,25.71,18.44,38.89,91.67,8.33,36,,,,12.12,3.70,25.00,0.00,0.00,0.00
17-05-4057-46,COLEGIO SANTA CRUZ,BARRIO SANTA CRUZ,La Libertad,Pet�n,Privado,17,52.94,19.47,52.94,82.35,11.76,11,,,6,18.18,17.65,11.76,13.64,0.00,0.00
17-06-0023-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SAN RAFAEL,San Francisco,Pet�n,Oficial,26,11.54,17.19,19.23,84.62,15.38,,,,26,25.00,19.23,26.92,25.00,26.92,38.46
17-06-0031-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSE�ANZA,BARRIO SAN RAFAEL,San Francisco,Pet�n,Cooperativa,19,21.05,18.26,36.84,89.47,10.53,19,,,,N/D,N/D,26.32,N/D,N/D,5.26
17-06-0033-46,"CENTRO EDUCATIVO ""MAYAB""",3ERA.CALLE 10MA. AV. ZONA 1,San Francisco,Pet�n,Privado,26,24.00,19.62,19.23,92.31,7.69,,,26,,N/D,N/D,26.92,N/D,N/D,0.00
17-06-0121-46,"INSTITUTO NACIONAL DIVERSIFICADO DE BACHILLERATO INDUSTRIAL ""LIC. RODERICO SANTOS SEGURA TRUJILLO""",BARRIO CONCORDIA,San Francisco,Pet�n,Oficial,22,31.82,17.64,36.36,95.45,4.55,,,,22,22.22,21.05,31.82,0.00,5.26,18.18
17-07-0010-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA LOS ANGELES,Santa Ana,Pet�n,Oficial,9,44.44,18.33,22.22,55.56,44.44,,,,9,28.57,0.00,22.22,14.29,0.00,0.00
17-07-0037-46,CENTRO EDUCATIVO INTEGRAL MANANTIAL DE SABIDURIA,"5TA..AVENIDA, ZONA 1 BARRIO EL CENTRO",Santa Ana,Pet�n,Privado,14,7.14,18.50,7.14,100.00,0.00,9,,5,,N/D,N/D,50.00,N/D,N/D,7.14
17-07-2205-46,"""ESCUELA DE MAGISTERIO""",BARRIO EL CENTRO,Santa Ana,Pet�n,Privado,32,20.69,18.22,40.63,93.75,3.12,,,15,17,20.69,9.68,31.25,3.45,6.45,0.00
17-07-3887-46,"INSTITUTO MUNICIPAL DE EDUCACI�N DIVERSIFICADA ""SE�OR CARLOS HUMBERTO GARRIDO CATAL�N""",BARRIO EL CENTRO,Santa Ana,Pet�n,Municipal,40,33.33,18.35,22.50,87.50,10.00,33,,,7,10.91,15.38,32.50,0.00,0.00,2.50
17-08-0001-46,LICEO EDUCATIVO ARTE Y CULTURA,BARRIO EL CENTRO,Dolores,Pet�n,Privado,20,31.58,18.05,30.00,100.00,0.00,20,,,,16.67,40.00,65.00,0.00,0.00,0.00
17-08-0003-46,COLEGIO MIXTO PRIVADO SAN PEDRO MARTIR DE VERONA,ALDEA CALZADA MOPAN,Dolores,Pet�n,Privado,13,15.38,18.77,38.46,100.00,0.00,13,,,,N/D,N/D,30.77,N/D,N/D,0.00
17-08-0004-46,"COLEGIO ""IXTANCHE""",BARRIO EL CENTRO,Dolores,Pet�n,Privado,27,18.52,18.30,48.15,100.00,0.00,8,,7,12,16.46,16.36,18.52,0.00,0.00,0.00
17-08-0069-46,COLEGIO MIXTO PRIVADO IXTANCHE,BARRIO EL CENTRO,Dolores,Pet�n,Privado,33,75.00,20.39,63.64,96.97,3.03,,,,33,6.67,13.16,6.06,0.00,0.00,0.00
17-08-0072-46,"LICEO EDUCATIVO ""ARTE Y CULTURA""",BARRIO EL CENTRO,Dolores,Pet�n,Privado,19,78.95,19.47,47.37,100.00,0.00,19,,,,15.79,13.79,21.05,0.00,0.00,0.00
17-08-0088-46,"CENTRO EDUCATIVO ""MOPAN""",ALDEA CALZADA MOPAN,Dolores,Pet�n,Privado,7,57.14,18.43,57.14,100.00,0.00,7,,,,26.32,17.24,0.00,2.63,3.45,0.00
17-08-0095-46,COLEGIO MIXTO PRIVADO NUESTRA SE�ORA DE LOS DOLORES,,Dolores,Pet�n,Privado,43,17.50,18.28,30.23,95.35,4.65,21,,,22,33.33,16.67,9.30,4.17,2.38,0.00
17-08-0096-46,"COLEGIO ""SAN MARTIN DE PORRES""",BARRIO SAN RAMON,Dolores,Pet�n,Privado,22,4.55,18.27,40.91,63.64,36.36,,,,22,40.00,65.00,54.55,20.00,30.00,27.27
17-08-0098-46,COLEGIO MIXTO PRIVADO IXTANCHE,BARRIO EL CENTRO,Dolores,Pet�n,Privado,17,47.06,19.24,64.71,94.12,5.88,17,,,,N/D,11.11,17.65,N/D,0.00,0.00
17-08-3107-46,LICEO EDUCATIVO ARTE Y CULTURA,BARRIO EL CENTRO,Dolores,Pet�n,Privado,16,13.33,17.94,25.00,100.00,0.00,,,7,9,12.50,28.57,25.00,0.00,3.57,0.00
17-09-0002-46,"LICEO COMERCIAL ""NUEVA ENSE�ANZA""",BARRIO EL PARAISO,San Luis,Pet�n,Privado,14,46.15,19.79,28.57,78.57,21.43,14,,,,10.00,45.45,14.29,0.00,18.18,0.00
17-09-0005-46,"INSTITUTO PRIVADO ""FUENTE DEL SABER""",CABECERA MUNICIPAL,San Luis,Pet�n,Privado,65,73.02,20.02,35.38,72.31,24.62,65,,,,15.69,26.19,24.62,0.00,4.76,0.00
17-09-0122-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CHACTE,San Luis,Pet�n,Oficial,5,25.00,19.40,40.00,60.00,40.00,5,,,,14.29,11.11,40.00,0.00,0.00,20.00
17-09-0144-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA ITZAMNA,ALDEA CHINCHILA,San Luis,Pet�n,Cooperativa,18,5.56,19.33,44.44,16.67,83.33,11,,7,,11.11,14.81,11.11,0.00,0.00,0.00
17-09-0160-46,LICEO COMERCIAL NUEVA ENSE�ANZA,BARRIO EL PARAISO,San Luis,Pet�n,Privado,9,0.00,17.89,22.22,44.44,55.56,,,9,,33.33,33.33,33.33,0.00,0.00,0.00
17-09-0318-46,COLEGIO MIXTO PRIVADO EL HORIZONTE COMPEH,BARRIO EL HORIZONTE ALDEA MACHAQUILAITO,San Luis,Pet�n,Privado,6,66.67,22.17,33.33,0.00,100.00,,,,6,N/D,N/D,0.00,N/D,N/D,0.00
17-09-2452-46,COLEGIO MIXTO PRIVADO SAN LUIS,SAN LUIS,San Luis,Pet�n,Privado,25,26.09,19.00,60.00,28.00,72.00,,,9,16,12.50,13.79,16.00,0.00,3.45,0.00
17-09-2453-46,LICEO COMERCIAL NUEVA ENSE�ANZA,BARRIO EL PARAISO,San Luis,Pet�n,Privado,11,27.27,17.91,18.18,27.27,63.64,11,,,,13.33,38.89,27.27,0.00,11.11,9.09
17-09-3725-46,LICEO COMERCIAL NUEVA ENSE�ANZA,BARRIO EL PARAISO,San Luis,Pet�n,Privado,6,16.67,20.67,33.33,16.67,66.67,,,,6,N/D,0.00,0.00,N/D,0.00,0.00
17-09-3726-46,COLEGIO MIXTO PRIVADO SAN LUIS POR MADUREZ,SAN LUIS,San Luis,Pet�n,Privado,27,81.48,20.22,70.37,62.96,29.63,,,,27,5.71,0.00,3.70,0.00,0.00,0.00
17-09-4145-46,CENTRO EDUCATIVO MAYA ASUNCION,CABECERA MUNICIPAL,San Luis,Pet�n,Privado,9,0.00,17.11,22.22,77.78,22.22,,,,9,62.00,45.00,77.78,10.00,15.00,44.44
17-09-4156-46,INSTITUTO PRIVADO FUENTE DEL SABER,CABECERA MUNICIPAL,San Luis,Pet�n,Privado,58,15.79,18.41,29.31,68.97,27.59,44,,14,,28.38,18.03,51.72,0.00,0.00,5.17
17-10-0184-46,INSTITUTO PRIVADO VESPERTINO PROF. JOSE OTILIO FLORES CARBAJAL,ALDEA TIERRA BLANCA,Sayaxch�,Pet�n,Privado,22,70.00,20.36,36.36,22.73,72.73,22,,,,8.33,7.69,9.09,8.33,0.00,0.00
17-10-0186-46,INSTITUTO PRIVADO VESPERTINO PROF. JOSE OTILIO FLORES CARBAJAL,ALDEA TIERRA BLANCA,Sayaxch�,Pet�n,Privado,12,54.55,20.67,50.00,91.67,8.33,,,,12,0.00,0.00,8.33,0.00,0.00,0.00
17-10-0193-46,CENTRO EDUCATIVO CANCUEN,ALDEA EL PATO,Sayaxch�,Pet�n,Privado,33,61.29,18.79,66.67,75.76,24.24,17,,1,15,5.26,12.50,18.18,0.00,0.00,0.00
17-10-0197-46,"INSTITUTO PRIVADO MIXTO DE EDUCACION MEDIA CON ORIENTACION EN COMPUTACION, FE Y ENSE�ANZA",ALDEA TIERRA BLANCA,Sayaxch�,Pet�n,Privado,22,22.73,19.64,59.09,72.73,27.27,7,,7,8,30.77,25.00,18.18,0.00,0.00,0.00
17-10-0207-46,"COLEGIO PRIVADO MIXTO ""JACOBO ARBENZ GUZMAN""",,Sayaxch�,Pet�n,Privado,27,11.11,18.63,37.04,37.04,62.96,20,,,7,7.41,0.00,11.11,0.00,0.00,3.70
17-10-0243-46,"INSTITUTO PRIVADO MIXTO "" LA REYNITA""",ALDEA LA REYNITA,Sayaxch�,Pet�n,Privado,9,66.67,18.89,77.78,55.56,44.44,9,,,,N/D,N/D,0.00,N/D,N/D,0.00
17-10-0248-46,COLEGIO PRIVADO MIXTO JACOBO ARBENZ GUZMAN,ALDEA LAS POZAS,Sayaxch�,Pet�n,Privado,11,10.00,19.64,45.45,0.00,100.00,,,11,,28.57,0.00,0.00,0.00,0.00,0.00
17-10-0249-46,COLEGIO PRIVADO MIXTO JACOBO ARBENZ GUZMAN,ALDEA LAS POZAS,Sayaxch�,Pet�n,Privado,22,65.00,20.86,54.55,18.18,81.82,22,,,,8.33,20.00,9.09,0.00,0.00,4.55
17-10-0250-46,COLEGIO PRIVADO MIXTO JACOBO ARBENZ GUZMAN,ALDEA LAS POZAS,Sayaxch�,Pet�n,Privado,17,58.82,20.00,47.06,23.53,76.47,,,,17,3.33,12.50,5.88,0.00,0.00,0.00
17-10-0251-46,INSTITUTO PARTICULAR MIXTO PAL F. DE SEMANA VALENTIN DEL VALLE GONGORA,BARRIO EL CENTRO,Sayaxch�,Pet�n,Privado,6,66.67,20.33,33.33,100.00,0.00,,,,6,N/D,N/D,0.00,N/D,N/D,0.00
17-10-0252-46,INSTITUTO PARTICULAR MIXTO FIN DE SEMANA.VALENTIN DEL VALLE GONGORA,BARRIO EL CENTRO,Sayaxch�,Pet�n,Privado,12,33.33,21.50,25.00,100.00,0.00,12,,,,33.33,62.50,16.67,0.00,0.00,8.33
17-10-0253-46,INSTITUTO PARTICULAR MIXTO PLAN FIN DE SEMANA VALENTIN DEL VALLE GONGORA,BARRIO EL CENTRO,Sayaxch�,Pet�n,Privado,8,12.50,19.88,12.50,100.00,0.00,8,,,,N/D,N/D,50.00,N/D,N/D,25.00
17-10-0256-46,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA-INED-,COOPERATIVA UNION SAN JUAN ENTRE RIOS,Sayaxch�,Pet�n,Oficial,9,44.44,21.89,22.22,22.22,77.78,9,,,,N/D,11.11,0.00,N/D,0.00,0.00
17-10-0262-46,INSTITU PRIVADO MIXTO JOSE OTILIO FLORES CARBAJAL,BARRIO EL CENTRO,Sayaxch�,Pet�n,Privado,8,75.00,18.88,37.50,50.00,37.50,,,,8,N/D,10.00,0.00,N/D,0.00,0.00
17-10-0272-46,COLEGIO MIXTO PRIVADO STEVE JOVS,ALDEA EL PATO,Sayaxch�,Pet�n,Privado,10,66.67,25.80,80.00,60.00,30.00,,,,10,N/D,N/D,10.00,N/D,N/D,10.00
17-10-0273-46,CENTRO EDUCATIVO PRIVADO MIXTO VISION INTEGRAL- CEVI-,ALDEA LAS POZAS,Sayaxch�,Pet�n,Privado,7,28.57,19.43,28.57,42.86,57.14,,,,7,N/D,N/D,0.00,N/D,N/D,0.00
17-10-2965-46,INSTITUTO PRIVADO MIXTO PROF. JOSE OTILIO FLORES CARBAJAL,BARRIO EL CENTRO,Sayaxch�,Pet�n,Privado,33,21.21,17.97,39.39,75.76,24.24,24,,5,4,22.86,34.04,36.36,2.86,6.38,3.03
17-10-3492-46,"ESCUELA NORMAL BILINGUE INTERCULTURAL TZOLEB AAL TIJONEL Q EQCHI ""DR. DEMETRIO COJTI CUXIL""",BARRIO LA DEMOCRACIA,Sayaxch�,Pet�n,Oficial,79,23.38,18.09,32.91,69.62,30.38,16,,18,45,15.09,22.43,24.05,1.89,1.87,8.86
17-10-3566-46,INSTITUTO PRIVADO MIXTO VESPERTINO PROF. JOSE OTILIO FLORES CARBAJAL,BARRIO EL CENTRO,Sayaxch�,Pet�n,Privado,29,62.96,20.21,58.62,68.97,20.69,,,,29,4.76,0.00,10.34,0.00,3.12,3.45
17-10-3696-46,INSTITUTO PRIVADO MIXTO VESPERTINO PROF. JOSE OTILIO FLORES CARBAJAL,BARRIO EL CENTRO,Sayaxch�,Pet�n,Privado,78,45.95,18.97,26.92,60.26,39.74,56,6,,16,3.01,10.94,14.10,0.75,1.56,3.85
17-11-0039-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA LA POLVORA,Melchor De Mencos,Pet�n,Oficial,3,66.67,17.67,66.67,100.00,0.00,,,,3,0.00,0.00,33.33,0.00,0.00,0.00
17-11-0040-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL CRUZADERO,Melchor De Mencos,Pet�n,Oficial,4,33.33,17.25,25.00,100.00,0.00,,,,4,27.27,0.00,0.00,0.00,0.00,0.00
